peso_g,palavra_digital
0,488272
0,488253
0,488299
0,488364
0,488302
0,488230
0,488219
0,488226
0,488229
0,488181
0,488219
0,488196
0,488143
0,488177
0,488198
0,488225
0,488247
0,488248
0,488207
0,488287
0,488302
0,488292
0,488236
0,488237
0,488233
0,488241
0,488292
0,488307
0,488314
0,488309
0,488278
0,488236
0,488213
0,488161
0,488180
0,488236
0,488236
0,488273
0,488242
0,488209
0,488142
0,488162
0,488144
0,488215
0,488265
0,488257
0,488235
0,488231
0,488244
0,488241
0,488263
0,488185
0,488108
0,488245
0,488332
0,488306
0,488249
0,488224
0,488209
0,488186
0,488223
0,488288
0,488322
0,488293
0,488254
0,488246
0,488262
0,488237
0,488243
0,488227
0,488154
0,488169
0,488203
0,488158
0,488116
0,488153
0,488160
0,488188
0,488197
0,488206
0,488150
0,488143
0,488172
0,488218
0,488239
0,488266
0,488238
0,488241
0,488207
0,488196
0,488177
0,488235
0,488243
0,488179
0,488105
0,488148
0,488249
0,488297
0,488128
0,488089
50,505139
50,505334
50,505141
50,504956
50,505003
50,505016
50,504791
50,504497
50,504289
50,504398
50,504535
50,504622
50,504712
50,504654
50,504543
50,504412
50,504507
50,504747
50,504937
50,504914
50,504832
50,504824
50,504942
50,505179
50,505227
50,505095
50,505031
50,505056
50,505095
50,505138
50,505019
50,504861
50,504687
50,504749
50,504875
50,504979
50,505090
50,505072
50,504894
50,504797
50,504850
50,504918
50,504719
50,504409
50,504315
50,504388
50,504488
50,504463
50,504559
50,504622
50,504538
50,504528
50,504563
50,504544
50,504533
50,504528
50,504551
50,504600
50,504547
50,504588
50,504577
50,504501
50,504367
50,504425
50,504562
50,504621
50,504592
50,504549
50,504594
50,504538
50,504493
50,504488
50,504515
50,504497
50,504510
50,504528
50,504551
50,504502
50,504454
50,504463
50,504468
50,504401
50,504417
50,504472
50,504434
50,504447
50,504526
50,504512
50,504527
50,504506
50,504496
50,504510
50,504467
50,504468
50,504372
50,504349
50,504447
50,504405
50,504325
50,504352
