peso_g,palavra_digital
0,488782
0,488758
0,488741
0,488767
0,488779
0,488760
0,488766
0,488776
0,488766
0,488756
0,488705
0,488704
0,488773
0,488801
0,488778
0,488726
0,488711
0,488760
0,488774
0,488786
0,488761
0,488761
0,488807
0,488725
0,488747
0,488766
0,488718
0,488749
0,488775
0,488751
0,488771
0,488835
0,488792
0,488753
0,488697
0,488676
0,488697
0,488693
0,488665
0,488689
0,488715
0,488695
0,488700
0,488688
0,488750
0,488719
0,488697
0,488721
0,488718
0,488745
0,488750
0,488714
0,488757
0,488727
0,488697
0,488751
0,488760
0,488705
0,488670
0,488722
0,488726
0,488739
0,488741
0,488721
0,488675
0,488672
0,488731
0,488683
0,488691
0,488699
0,488744
0,488709
0,488643
0,488654
0,488692
0,488666
0,488693
0,488732
0,488690
0,488667
0,488645
0,488705
0,488673
0,488649
0,488655
0,488654
0,488665
0,488655
0,488612
0,488646
0,488656
0,488658
0,488643
0,488598
0,488562
0,488629
0,488623
0,488571
0,488603
0,488587
50,468938
50,468912
50,468421
50,467796
50,467539
50,467961
50,468652
50,469058
50,469040
50,468343
50,467627
50,467528
50,468127
50,468508
50,468840
50,469046
50,468824
50,468358
50,467950
50,467926
50,468440
50,469187
50,469255
50,468738
50,468060
50,467484
50,467666
50,468328
50,468996
50,469034
50,468611
50,468093
50,467745
50,467784
50,468107
50,468495
50,468782
50,468661
50,468110
50,467698
50,467688
50,467928
50,468250
50,468631
50,468703
50,468289
50,467818
50,467682
50,467981
50,468467
50,468752
50,468629
50,468274
50,467947
50,467840
50,467973
50,468319
50,468694
50,468750
50,468523
50,468167
50,467950
50,467993
50,468286
50,468684
50,468842
50,468649
50,468191
50,467894
50,468112
50,468449
50,468733
50,468822
50,468720
50,468461
50,468105
50,468093
50,468502
50,468860
50,468992
50,468728
50,468382
50,468126
50,468114
50,468472
50,468815
50,468918
50,468784
50,468511
50,468237
50,468287
50,468631
50,469032
50,469120
50,468886
50,468485
50,468104
50,468279
50,468969
50,469633
