peso_g,palavra_digital
0,388350
0,388360
0,388352
0,388332
0,388343
0,388391
0,388359
0,388312
0,388155
0,387832
0,387697
0,387739
0,387773
0,387633
0,387545
0,387124
0,386056
0,385683
0,386727
0,387508
0,387407
0,387231
0,387436
0,387516
0,387521
0,387520
0,387493
0,387638
0,387804
0,388025
0,388202
0,388239
0,388278
0,388357
0,388382
0,388363
0,388335
0,388368
0,388385
0,388366
0,388401
0,388423
0,388388
0,388342
0,388387
0,388390
0,388370
0,388361
0,388354
0,388325
0,388332
0,388357
0,388398
0,388411
0,388400
0,388379
0,388364
0,388315
0,388368
0,388422
0,388385
0,388357
0,388370
0,388369
0,388372
0,388385
0,388390
0,388393
0,388418
0,388349
0,388361
0,388348
0,388376
0,388405
0,388396
0,388336
0,388347
0,388396
0,388373
0,388363
0,388400
0,388436
0,388387
0,388389
0,388394
0,388396
0,388362
0,388368
0,388372
0,388333
0,388394
0,388370
0,388380
0,388389
0,388432
0,388398
0,388367
0,388361
0,388390
0,388367
860,73739
860,74435
860,74719
860,74618
860,74724
860,75566
860,76021
860,75070
860,74224
860,74211
860,73769
860,73085
860,71949
860,70701
860,70840
860,73544
860,74065
860,72871
860,73065
860,74311
860,75126
860,75158
860,74599
860,73538
860,72729
860,72268
860,72728
860,73627
860,73695
860,73063
860,72872
860,72937
860,72890
860,73040
860,73428
860,73854
860,74174
860,74549
860,75104
860,75363
860,75404
860,75601
860,75974
860,76236
860,76465
860,76600
860,76565
860,76388
860,76235
860,76241
860,76089
860,75581
860,75065
860,74725
860,74502
860,74414
860,74395
860,74454
860,74692
860,74982
860,75233
860,75603
860,75985
860,76363
860,76692
860,76969
860,76557
860,76285
860,76690
860,77016
860,76802
860,76212
860,75712
860,75460
860,75510
860,75608
860,75442
860,75372
860,75474
860,75777
860,75951
860,76012
860,76114
860,76058
860,75932
860,75953
860,76186
860,76276
860,76428
860,76749
860,76993
860,77491
860,77639
860,77558
860,77604
860,77440
860,77510
860,77894
860,77830
860,77628
0,388686
0,388664
0,388693
0,388691
0,388649
0,388668
0,388696
0,388662
0,388695
0,388680
0,388671
0,388698
0,388694
0,388704
0,388697
0,388707
0,388696
0,388683
0,388698
0,388687
0,388607
0,388636
0,388657
0,388638
0,388663
0,388654
0,388647
0,388663
0,388639
0,388633
0,388650
0,388692
0,388710
0,388675
0,388655
0,388693
0,388703
0,388679
0,388700
0,388698
0,388687
0,388663
0,388634
0,388673
0,388704
0,388673
0,388675
0,388719
0,388678
0,388664
0,388670
0,388672
0,388686
0,388660
0,388682
0,388763
0,388770
0,388719
0,388679
0,388667
0,388703
0,388710
0,388653
0,388690
0,388707
0,388641
0,388621
0,388677
0,388668
0,388669
0,388704
0,388704
0,388714
0,388678
0,388625
0,388664
0,388675
0,388669
0,388720
0,388707
0,388702
0,388681
0,388667
0,388707
0,388704
0,388685
0,388682
0,388680
0,388662
0,388652
0,388690
0,388720
0,388748
0,388728
0,388709
0,388722
0,388700
0,388733
0,388718
0,388675
0,388764
0,388738
0,388780
0,388801
0,388792
0,388739
0,388741
0,388756
0,388793
0,388733
0,388748
0,388767
0,388793
0,388781
0,388693
0,388730
0,388758
0,388763
0,388778
0,388800
0,388764
0,388779
0,388808
0,388818
0,388793
0,388785
0,388824
0,388808
0,388768
0,388801
0,388787
0,388779
0,388775
0,388788
0,388826
0,388820
0,388810
0,388846
0,388789
0,388804
0,388814
0,388846
0,388875
0,388843
0,388786
0,388838
0,388814
0,388842
0,388829
0,388812
0,388769
0,388761
0,388787
0,388776
0,388749
0,388795
0,388757
0,388753
0,388798
0,388839
0,388845
0,388770
0,388766
0,388722
0,388769
0,388793
0,388781
0,388780
0,388816
0,388814
0,388842
0,388777
0,388794
0,388811
0,388837
0,388850
0,388811
0,388856
0,388822
0,388750
0,388760
0,388754
0,388799
0,388823
0,388789
0,388760
0,388777
0,388772
0,388771
0,388793
0,388782
0,388749
0,388783
0,388739
0,388764
0,388811
0,388801
0,388790
0,388843
0,388826
