peso_g,palavra_digital
0,274801
0,274841
0,274884
0,274853
0,274805
0,274789
0,274740
0,274706
0,274692
0,274714
0,274732
0,274748
0,274754
0,274752
0,274763
0,274763
0,274772
0,274758
0,274717
0,274703
0,274723
0,274737
0,274727
0,274734
0,274769
0,274792
0,274747
0,274739
0,274733
0,274726
0,274776
0,274749
0,274750
0,274824
0,274863
0,274787
0,274782
0,274824
0,274786
0,274754
0,274747
0,274753
0,274762
0,274773
0,274764
0,274782
0,274797
0,274823
0,274769
0,274755
0,274755
0,274741
0,274768
0,274776
0,274740
0,274791
0,274812
0,274768
0,274796
0,274777
0,274800
0,274850
0,274809
0,274812
0,274814
0,274801
0,274801
0,274798
0,274815
0,274796
0,274755
0,274793
0,274755
0,274734
0,274757
0,274770
0,274752
0,274761
0,274760
0,274758
0,274769
0,274777
0,274752
0,274735
0,274741
0,274742
0,274719
0,274729
0,274784
0,274773
0,274758
0,274740
0,274762
0,274759
0,274799
0,274779
0,274799
0,274765
0,274724
0,274713
860,627528
860,628011
860,631269
860,634719
860,636428
860,638847
860,637142
860,621804
860,612033
860,618360
860,626271
860,619801
860,602586
860,596617
860,612742
860,628549
860,631967
860,635807
860,638070
860,636908
860,637345
860,637640
860,636654
860,635876
860,636400
860,638339
860,638099
860,641115
860,641668
860,641147
860,639517
860,636772
860,636656
860,635812
860,633814
860,635147
860,638487
860,636387
860,632392
860,633835
860,635641
860,636743
860,638991
860,642305
860,645429
860,645741
860,646555
860,647408
860,647458
860,647856
860,645838
860,642718
860,641821
860,643197
860,642717
860,641761
860,641819
860,643301
860,641816
860,642050
860,646243
860,649355
860,648208
860,646544
860,645677
860,646886
860,647220
860,646650
860,646026
860,646429
860,643458
860,638967
860,635406
860,634367
860,634641
860,631004
860,627299
860,627561
860,626933
860,623639
860,623113
860,623608
860,623364
860,622295
860,618552
860,618772
860,619541
860,621720
860,624701
860,624330
860,623516
860,623733
860,620818
860,621433
860,622582
860,621076
860,617737
860,615159
860,614112
860,613907
